1	1	1
1	3	1
1	5	1
1	7	1
1	9	1
1	11	1
1	13	1
1	15	1
1	17	1
1	19	1
1	21	1
1	23	1
1	25	1
1	27	1
1	29	1
1	31	1
1	33	1
1	35	1
1	37	1
1	39	1
1	41	1
1	43	1
1	45	1
1	47	1
1	49	1
1	51	1
2	2	1
2	4	1
2	6	1
2	8	1
2	10	1
2	12	1
2	14	1
2	16	1
2	18	1
2	20	1
2	22	1
2	24	1
2	26	1
2	28	1
2	30	1
2	32	1
2	34	1
2	36	1
2	38	1
2	40	1
2	42	1
2	44	1
2	46	1
2	48	1
2	50	1
3	1	1
3	3	1
3	5	1
3	7	1
3	9	1
3	11	1
3	13	1
3	15	1
3	17	1
3	19	1
3	21	1
3	23	1
3	25	1
3	27	1
3	29	1
3	31	1
3	33	1
3	35	1
3	37	1
3	39	1
3	41	1
3	43	1
3	45	1
3	47	1
3	49	1
3	51	1
4	2	1
4	4	1
4	6	1
4	8	1
4	10	1
4	12	1
4	14	1
4	16	1
4	18	1
4	20	1
4	22	1
4	24	1
4	26	1
4	28	1
4	30	1
4	32	1
4	34	1
4	36	1
4	38	1
4	40	1
4	42	1
4	44	1
4	46	1
4	48	1
4	50	1
5	1	1
5	3	1
5	5	1
5	7	1
5	9	1
5	11	1
5	13	1
5	15	1
5	17	1
5	19	1
5	21	1
5	23	1
5	25	1
5	27	1
5	29	1
5	31	1
5	33	1
5	35	1
5	37	1
5	39	1
5	41	1
5	43	1
5	45	1
5	47	1
5	49	1
5	51	1
6	2	1
6	4	1
6	6	1
6	8	1
6	10	1
6	12	1
6	14	1
6	16	1
6	18	1
6	20	1
6	22	1
6	24	1
6	26	1
6	28	1
6	30	1
6	32	1
6	34	1
6	36	1
6	38	1
6	40	1
6	42	1
6	44	1
6	46	1
6	48	1
6	50	1
7	1	1
7	3	1
7	5	1
7	7	1
7	9	1
7	11	1
7	13	1
7	15	1
7	17	1
7	19	1
7	21	1
7	23	1
7	25	1
7	27	1
7	29	1
7	31	1
7	33	1
7	35	1
7	37	1
7	39	1
7	41	1
7	43	1
7	45	1
7	47	1
7	49	1
7	51	1
8	2	1
8	4	1
8	6	1
8	8	1
8	10	1
8	12	1
8	14	1
8	16	1
8	18	1
8	20	1
8	22	1
8	24	1
8	26	1
8	28	1
8	30	1
8	32	1
8	34	1
8	36	1
8	38	1
8	40	1
8	42	1
8	44	1
8	46	1
8	48	1
8	50	1
9	1	1
9	3	1
9	5	1
9	7	1
9	9	1
9	11	1
9	13	1
9	15	1
9	17	1
9	19	1
9	21	1
9	23	1
9	25	1
9	27	1
9	29	1
9	31	1
9	33	1
9	35	1
9	37	1
9	39	1
9	41	1
9	43	1
9	45	1
9	47	1
9	49	1
9	51	1
10	2	1
10	4	1
10	6	1
10	8	1
10	10	1
10	12	1
10	14	1
10	16	1
10	18	1
10	20	1
10	22	1
10	24	1
10	26	1
10	28	1
10	30	1
10	32	1
10	34	1
10	36	1
10	38	1
10	40	1
10	42	1
10	44	1
10	46	1
10	48	1
10	50	1
11	1	1
11	3	1
11	5	1
11	7	1
11	9	1
11	11	1
11	13	1
11	15	1
11	17	1
11	19	1
11	21	1
11	23	1
11	25	1
11	27	1
11	29	1
11	31	1
11	33	1
11	35	1
11	37	1
11	39	1
11	41	1
11	43	1
11	45	1
11	47	1
11	49	1
11	51	1
12	2	1
12	4	1
12	6	1
12	8	1
12	10	1
12	12	1
12	14	1
12	16	1
12	18	1
12	20	1
12	22	1
12	24	1
12	26	1
12	28	1
12	30	1
12	32	1
12	34	1
12	36	1
12	38	1
12	40	1
12	42	1
12	44	1
12	46	1
12	48	1
12	50	1
13	1	1
13	3	1
13	5	1
13	7	1
13	9	1
13	11	1
13	13	1
13	15	1
13	17	1
13	19	1
13	21	1
13	23	1
13	25	1
13	27	1
13	29	1
13	31	1
13	33	1
13	35	1
13	37	1
13	39	1
13	41	1
13	43	1
13	45	1
13	47	1
13	49	1
13	51	1
14	2	1
14	4	1
14	6	1
14	8	1
14	10	1
14	12	1
14	14	1
14	16	1
14	18	1
14	20	1
14	22	1
14	24	1
14	26	1
14	28	1
14	30	1
14	32	1
14	34	1
14	36	1
14	38	1
14	40	1
14	42	1
14	44	1
14	46	1
14	48	1
14	50	1
15	1	1
15	3	1
15	5	1
15	7	1
15	9	1
15	11	1
15	13	1
15	15	1
15	17	1
15	19	1
15	21	1
15	23	1
15	25	1
15	27	1
15	29	1
15	31	1
15	33	1
15	35	1
15	37	1
15	39	1
15	41	1
15	43	1
15	45	1
15	47	1
15	49	1
15	51	1
16	2	1
16	4	1
16	6	1
16	8	1
16	10	1
16	12	1
16	14	1
16	16	1
16	18	1
16	20	1
16	22	1
16	24	1
16	26	1
16	28	1
16	30	1
16	32	1
16	34	1
16	36	1
16	38	1
16	40	1
16	42	1
16	44	1
16	46	1
16	48	1
16	50	1
17	1	1
17	3	1
17	5	1
17	7	1
17	9	1
17	11	1
17	13	1
17	15	1
17	17	1
17	19	1
17	21	1
17	23	1
17	25	1
17	27	1
17	29	1
17	31	1
17	33	1
17	35	1
17	37	1
17	39	1
17	41	1
17	43	1
17	45	1
17	47	1
17	49	1
17	51	1
18	2	1
18	4	1
18	6	1
18	8	1
18	10	1
18	12	1
18	14	1
18	16	1
18	18	1
18	20	1
18	22	1
18	24	1
18	26	1
18	28	1
18	30	1
18	32	1
18	34	1
18	36	1
18	38	1
18	40	1
18	42	1
18	44	1
18	46	1
18	48	1
18	50	1
19	1	1
19	3	1
19	5	1
19	7	1
19	9	1
19	11	1
19	13	1
19	15	1
19	17	1
19	19	1
19	21	1
19	23	1
19	25	1
19	27	1
19	29	1
19	31	1
19	33	1
19	35	1
19	37	1
19	39	1
19	41	1
19	43	1
19	45	1
19	47	1
19	49	1
19	51	1
20	2	1
20	4	1
20	6	1
20	8	1
20	10	1
20	12	1
20	14	1
20	16	1
20	18	1
20	20	1
20	22	1
20	24	1
20	26	1
20	28	1
20	30	1
20	32	1
20	34	1
20	36	1
20	38	1
20	40	1
20	42	1
20	44	1
20	46	1
20	48	1
20	50	1
21	1	1
21	3	1
21	5	1
21	7	1
21	9	1
21	11	1
21	13	1
21	15	1
21	17	1
21	19	1
21	21	1
21	23	1
21	25	1
21	27	1
21	29	1
21	31	1
21	33	1
21	35	1
21	37	1
21	39	1
21	41	1
21	43	1
21	45	1
21	47	1
21	49	1
21	51	1
22	2	1
22	4	1
22	6	1
22	8	1
22	10	1
22	12	1
22	14	1
22	16	1
22	18	1
22	20	1
22	22	1
22	24	1
22	26	1
22	28	1
22	30	1
22	32	1
22	34	1
22	36	1
22	38	1
22	40	1
22	42	1
22	44	1
22	46	1
22	48	1
22	50	1
23	1	1
23	3	1
23	5	1
23	7	1
23	9	1
23	11	1
23	13	1
23	15	1
23	17	1
23	19	1
23	21	1
23	23	1
23	25	1
23	27	1
23	29	1
23	31	1
23	33	1
23	35	1
23	37	1
23	39	1
23	41	1
23	43	1
23	45	1
23	47	1
23	49	1
23	51	1
24	2	1
24	4	1
24	6	1
24	8	1
24	10	1
24	12	1
24	14	1
24	16	1
24	18	1
24	20	1
24	22	1
24	24	1
24	26	1
24	28	1
24	30	1
24	32	1
24	34	1
24	36	1
24	38	1
24	40	1
24	42	1
24	44	1
24	46	1
24	48	1
24	50	1
25	1	1
25	3	1
25	5	1
25	7	1
25	9	1
25	11	1
25	13	1
25	15	1
25	17	1
25	19	1
25	21	1
25	23	1
25	25	1
25	27	1
25	29	1
25	31	1
25	33	1
25	35	1
25	37	1
25	39	1
25	41	1
25	43	1
25	45	1
25	47	1
25	49	1
25	51	1
26	2	1
26	4	1
26	6	1
26	8	1
26	10	1
26	12	1
26	14	1
26	16	1
26	18	1
26	20	1
26	22	1
26	24	1
26	26	1
26	28	1
26	30	1
26	32	1
26	34	1
26	36	1
26	38	1
26	40	1
26	42	1
26	44	1
26	46	1
26	48	1
26	50	1
27	1	1
27	3	1
27	5	1
27	7	1
27	9	1
27	11	1
27	13	1
27	15	1
27	17	1
27	19	1
27	21	1
27	23	1
27	25	1
27	27	1
27	29	1
27	31	1
27	33	1
27	35	1
27	37	1
27	39	1
27	41	1
27	43	1
27	45	1
27	47	1
27	49	1
27	51	1
28	2	1
28	4	1
28	6	1
28	8	1
28	10	1
28	12	1
28	14	1
28	16	1
28	18	1
28	20	1
28	22	1
28	24	1
28	26	1
28	28	1
28	30	1
28	32	1
28	34	1
28	36	1
28	38	1
28	40	1
28	42	1
28	44	1
28	46	1
28	48	1
28	50	1
29	1	1
29	3	1
29	5	1
29	7	1
29	9	1
29	11	1
29	13	1
29	15	1
29	17	1
29	19	1
29	21	1
29	23	1
29	25	1
29	27	1
29	29	1
29	31	1
29	33	1
29	35	1
29	37	1
29	39	1
29	41	1
29	43	1
29	45	1
29	47	1
29	49	1
29	51	1
30	2	1
30	4	1
30	6	1
30	8	1
30	10	1
30	12	1
30	14	1
30	16	1
30	18	1
30	20	1
30	22	1
30	24	1
30	26	1
30	28	1
30	30	1
30	32	1
30	34	1
30	36	1
30	38	1
30	40	1
30	42	1
30	44	1
30	46	1
30	48	1
30	50	1
31	1	1
31	3	1
31	5	1
31	7	1
31	9	1
31	11	1
31	13	1
31	15	1
31	17	1
31	19	1
31	21	1
31	23	1
31	25	1
31	27	1
31	29	1
31	31	1
31	33	1
31	35	1
31	37	1
31	39	1
31	41	1
31	43	1
31	45	1
31	47	1
31	49	1
31	51	1
32	2	1
32	4	1
32	6	1
32	8	1
